Interval,kWh,sec,Wh,cumul(ms),dates,days,heure
26297,0.14,26.297,136.8977449899228,13002153347,2026-07-29 00:00:16.772134,29/07/26,0:0:16
16059,0.22,16.059,224.17336073229964,13002169406,2026-07-29 00:00:32.831134,29/07/26,0:0:32
16468,0.22,16.468,218.60578090842847,13002185874,2026-07-29 00:00:49.299134,29/07/26,0:0:49
16189,0.22,16.189,222.37321638149362,13002202063,2026-07-29 00:01:05.488134,29/07/26,0:1:5
15653,0.23,15.653,229.9878617517409,13002217716,2026-07-29 00:01:21.141134,29/07/26,0:1:21
15842,0.23,15.842,227.24403484408535,13002233558,2026-07-29 00:01:36.983134,29/07/26,0:1:36
15949,0.22,15.949,225.71948084519406,13002249507,2026-07-29 00:01:52.932134,29/07/26,0:1:52
16329,0.22,16.329,220.4666544185192,13002265836,2026-07-29 00:02:09.261134,29/07/26,0:2:9
16339,0.22,16.339,220.33172164759165,13002282175,2026-07-29 00:02:25.600134,29/07/26,0:2:25
16483,0.22,16.483,218.406843414427,13002298658,2026-07-29 00:02:42.083134,29/07/26,0:2:42
16521,0.22,16.521,217.9044852006537,13002315179,2026-07-29 00:02:58.604134,29/07/26,0:2:58
16644,0.22,16.644,216.29416005767845,13002331823,2026-07-29 00:03:15.248134,29/07/26,0:3:15
16664,0.22,16.664,216.03456553048488,13002348487,2026-07-29 00:03:31.912134,29/07/26,0:3:31
16740,0.22,16.74,215.05376344086022,13002365227,2026-07-29 00:03:48.652134,29/07/26,0:3:48
16798,0.21,16.798,214.31122752708654,13002382025,2026-07-29 00:04:05.450134,29/07/26,0:4:5
16819,0.21,16.819,214.0436411201617,13002398844,2026-07-29 00:04:22.269134,29/07/26,0:4:22
16836,0.21,16.836,213.82751247327155,13002415680,2026-07-29 00:04:39.105134,29/07/26,0:4:39
16895,0.21,16.895,213.08079313406333,13002432575,2026-07-29 00:04:56.000134,29/07/26,0:4:56
16952,0.21,16.952,212.36432279377064,13002449527,2026-07-29 00:05:12.952134,29/07/26,0:5:12
17029,0.21,17.029,211.4040754007869,13002466556,2026-07-29 00:05:29.981134,29/07/26,0:5:29
